"Header";"Name"
"HC04_EST_VC95_transit";"Public transportation (excluding taxicab); Estimate; PLACE OF WORK - Worked outside state of residence"
"HC04_MOE_VC95_transit";"Public transportation (excluding taxicab); Margin of Error; PLACE OF WORK - Worked outside state of residence"
"HC01_EST_VC97_transit";"Total; Estimate; Workers 16 years and over who did not work at home"
"HC01_MOE_VC97_transit";"Total; Margin of Error; Workers 16 years and over who did not work at home"
"HC02_EST_VC97_transit";"Car, truck, or van -- drove alone; Estimate; Workers 16 years and over who did not work at home"
"HC02_MOE_VC97_transit";"Car, truck, or van -- drove alone; Margin of Error; Workers 16 years and over who did not work at home"
"HC03_EST_VC97_transit";"Car, truck, or van -- carpooled; Estimate; Workers 16 years and over who did not work at home"
"HC03_MOE_VC97_transit";"Car, truck, or van -- carpooled; Margin of Error; Workers 16 years and over who did not work at home"
"HC04_EST_VC97_transit";"Public transportation (excluding taxicab); Estimate; Workers 16 years and over who did not work at home"
"HC04_MOE_VC97_transit";"Public transportation (excluding taxicab); Margin of Error; Workers 16 years and over who did not work at home"
"HC01_EST_VC99_transit";"Total; Estimate; TIME LEAVING HOME TO GO TO WORK - 12:00 a.m. to 4:59 a.m."
"HC01_MOE_VC99_transit";"Total; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 12:00 a.m. to 4:59 a.m."
"HC02_EST_VC99_transit";"Car, truck, or van -- drove alone; Estimate; TIME LEAVING HOME TO GO TO WORK - 12:00 a.m. to 4:59 a.m."
"HC02_MOE_VC99_transit";"Car, truck, or van -- drove alone; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 12:00 a.m. to 4:59 a.m."
"HC03_EST_VC99_transit";"Car, truck, or van -- carpooled; Estimate; TIME LEAVING HOME TO GO TO WORK - 12:00 a.m. to 4:59 a.m."
"HC03_MOE_VC99_transit";"Car, truck, or van -- carpooled; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 12:00 a.m. to 4:59 a.m."
"HC04_EST_VC99_transit";"Public transportation (excluding taxicab); Estimate; TIME LEAVING HOME TO GO TO WORK - 12:00 a.m. to 4:59 a.m."
"HC04_MOE_VC99_transit";"Public transportation (excluding taxicab); Margin of Error; TIME LEAVING HOME TO GO TO WORK - 12:00 a.m. to 4:59 a.m."
"HC01_EST_VC100_transit";"Total; Estimate; TIME LEAVING HOME TO GO TO WORK - 5:00 a.m. to 5:29 a.m."
"HC01_MOE_VC100_transit";"Total; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 5:00 a.m. to 5:29 a.m."
"HC02_EST_VC100_transit";"Car, truck, or van -- drove alone; Estimate; TIME LEAVING HOME TO GO TO WORK - 5:00 a.m. to 5:29 a.m."
"HC02_MOE_VC100_transit";"Car, truck, or van -- drove alone; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 5:00 a.m. to 5:29 a.m."
"HC03_EST_VC100_transit";"Car, truck, or van -- carpooled; Estimate; TIME LEAVING HOME TO GO TO WORK - 5:00 a.m. to 5:29 a.m."
"HC03_MOE_VC100_transit";"Car, truck, or van -- carpooled; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 5:00 a.m. to 5:29 a.m."
"HC04_EST_VC100_transit";"Public transportation (excluding taxicab); Estimate; TIME LEAVING HOME TO GO TO WORK - 5:00 a.m. to 5:29 a.m."
"HC04_MOE_VC100_transit";"Public transportation (excluding taxicab); Margin of Error; TIME LEAVING HOME TO GO TO WORK - 5:00 a.m. to 5:29 a.m."
"HC01_EST_VC101_transit";"Total; Estimate; TIME LEAVING HOME TO GO TO WORK - 5:30 a.m. to 5:59 a.m."
"HC01_MOE_VC101_transit";"Total; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 5:30 a.m. to 5:59 a.m."
"HC02_EST_VC101_transit";"Car, truck, or van -- drove alone; Estimate; TIME LEAVING HOME TO GO TO WORK - 5:30 a.m. to 5:59 a.m."
"HC02_MOE_VC101_transit";"Car, truck, or van -- drove alone; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 5:30 a.m. to 5:59 a.m."
"HC03_EST_VC101_transit";"Car, truck, or van -- carpooled; Estimate; TIME LEAVING HOME TO GO TO WORK - 5:30 a.m. to 5:59 a.m."
"HC03_MOE_VC101_transit";"Car, truck, or van -- carpooled; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 5:30 a.m. to 5:59 a.m."
"HC04_EST_VC101_transit";"Public transportation (excluding taxicab); Estimate; TIME LEAVING HOME TO GO TO WORK - 5:30 a.m. to 5:59 a.m."
"HC04_MOE_VC101_transit";"Public transportation (excluding taxicab); Margin of Error; TIME LEAVING HOME TO GO TO WORK - 5:30 a.m. to 5:59 a.m."
"HC01_EST_VC102_transit";"Total; Estimate; TIME LEAVING HOME TO GO TO WORK - 6:00 a.m. to 6:29 a.m."
"HC01_MOE_VC102_transit";"Total; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 6:00 a.m. to 6:29 a.m."
"HC02_EST_VC102_transit";"Car, truck, or van -- drove alone; Estimate; TIME LEAVING HOME TO GO TO WORK - 6:00 a.m. to 6:29 a.m."
"HC02_MOE_VC102_transit";"Car, truck, or van -- drove alone; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 6:00 a.m. to 6:29 a.m."
"HC03_EST_VC102_transit";"Car, truck, or van -- carpooled; Estimate; TIME LEAVING HOME TO GO TO WORK - 6:00 a.m. to 6:29 a.m."
"HC03_MOE_VC102_transit";"Car, truck, or van -- carpooled; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 6:00 a.m. to 6:29 a.m."
"HC04_EST_VC102_transit";"Public transportation (excluding taxicab); Estimate; TIME LEAVING HOME TO GO TO WORK - 6:00 a.m. to 6:29 a.m."
"HC04_MOE_VC102_transit";"Public transportation (excluding taxicab); Margin of Error; TIME LEAVING HOME TO GO TO WORK - 6:00 a.m. to 6:29 a.m."
"HC01_EST_VC103_transit";"Total; Estimate; TIME LEAVING HOME TO GO TO WORK - 6:30 a.m. to 6:59 a.m."
"HC01_MOE_VC103_transit";"Total; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 6:30 a.m. to 6:59 a.m."
"HC02_EST_VC103_transit";"Car, truck, or van -- drove alone; Estimate; TIME LEAVING HOME TO GO TO WORK - 6:30 a.m. to 6:59 a.m."
"HC02_MOE_VC103_transit";"Car, truck, or van -- drove alone; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 6:30 a.m. to 6:59 a.m."
"HC03_EST_VC103_transit";"Car, truck, or van -- carpooled; Estimate; TIME LEAVING HOME TO GO TO WORK - 6:30 a.m. to 6:59 a.m."
"HC03_MOE_VC103_transit";"Car, truck, or van -- carpooled; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 6:30 a.m. to 6:59 a.m."
"HC04_EST_VC103_transit";"Public transportation (excluding taxicab); Estimate; TIME LEAVING HOME TO GO TO WORK - 6:30 a.m. to 6:59 a.m."
"HC04_MOE_VC103_transit";"Public transportation (excluding taxicab); Margin of Error; TIME LEAVING HOME TO GO TO WORK - 6:30 a.m. to 6:59 a.m."
"HC01_EST_VC104_transit";"Total; Estimate; TIME LEAVING HOME TO GO TO WORK - 7:00 a.m. to 7:29 a.m."
"HC01_MOE_VC104_transit";"Total; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 7:00 a.m. to 7:29 a.m."
"HC02_EST_VC104_transit";"Car, truck, or van -- drove alone; Estimate; TIME LEAVING HOME TO GO TO WORK - 7:00 a.m. to 7:29 a.m."
"HC02_MOE_VC104_transit";"Car, truck, or van -- drove alone; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 7:00 a.m. to 7:29 a.m."
"HC03_EST_VC104_transit";"Car, truck, or van -- carpooled; Estimate; TIME LEAVING HOME TO GO TO WORK - 7:00 a.m. to 7:29 a.m."
"HC03_MOE_VC104_transit";"Car, truck, or van -- carpooled; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 7:00 a.m. to 7:29 a.m."
"HC04_EST_VC104_transit";"Public transportation (excluding taxicab); Estimate; TIME LEAVING HOME TO GO TO WORK - 7:00 a.m. to 7:29 a.m."
"HC04_MOE_VC104_transit";"Public transportation (excluding taxicab); Margin of Error; TIME LEAVING HOME TO GO TO WORK - 7:00 a.m. to 7:29 a.m."
"HC01_EST_VC105_transit";"Total; Estimate; TIME LEAVING HOME TO GO TO WORK - 7:30 a.m. to 7:59 a.m."
"HC01_MOE_VC105_transit";"Total; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 7:30 a.m. to 7:59 a.m."
"HC02_EST_VC105_transit";"Car, truck, or van -- drove alone; Estimate; TIME LEAVING HOME TO GO TO WORK - 7:30 a.m. to 7:59 a.m."
"HC02_MOE_VC105_transit";"Car, truck, or van -- drove alone; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 7:30 a.m. to 7:59 a.m."
"HC03_EST_VC105_transit";"Car, truck, or van -- carpooled; Estimate; TIME LEAVING HOME TO GO TO WORK - 7:30 a.m. to 7:59 a.m."
"HC03_MOE_VC105_transit";"Car, truck, or van -- carpooled; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 7:30 a.m. to 7:59 a.m."
"HC04_EST_VC105_transit";"Public transportation (excluding taxicab); Estimate; TIME LEAVING HOME TO GO TO WORK - 7:30 a.m. to 7:59 a.m."
"HC04_MOE_VC105_transit";"Public transportation (excluding taxicab); Margin of Error; TIME LEAVING HOME TO GO TO WORK - 7:30 a.m. to 7:59 a.m."
"HC01_EST_VC106_transit";"Total; Estimate; TIME LEAVING HOME TO GO TO WORK - 8:00 a.m. to 8:29 a.m."
"HC01_MOE_VC106_transit";"Total; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 8:00 a.m. to 8:29 a.m."
"HC02_EST_VC106_transit";"Car, truck, or van -- drove alone; Estimate; TIME LEAVING HOME TO GO TO WORK - 8:00 a.m. to 8:29 a.m."
"HC02_MOE_VC106_transit";"Car, truck, or van -- drove alone; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 8:00 a.m. to 8:29 a.m."
"HC03_EST_VC106_transit";"Car, truck, or van -- carpooled; Estimate; TIME LEAVING HOME TO GO TO WORK - 8:00 a.m. to 8:29 a.m."
"HC03_MOE_VC106_transit";"Car, truck, or van -- carpooled; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 8:00 a.m. to 8:29 a.m."
"HC04_EST_VC106_transit";"Public transportation (excluding taxicab); Estimate; TIME LEAVING HOME TO GO TO WORK - 8:00 a.m. to 8:29 a.m."
"HC04_MOE_VC106_transit";"Public transportation (excluding taxicab); Margin of Error; TIME LEAVING HOME TO GO TO WORK - 8:00 a.m. to 8:29 a.m."
"HC01_EST_VC107_transit";"Total; Estimate; TIME LEAVING HOME TO GO TO WORK - 8:30 a.m. to 8:59 a.m."
"HC01_MOE_VC107_transit";"Total; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 8:30 a.m. to 8:59 a.m."
"HC02_EST_VC107_transit";"Car, truck, or van -- drove alone; Estimate; TIME LEAVING HOME TO GO TO WORK - 8:30 a.m. to 8:59 a.m."
"HC02_MOE_VC107_transit";"Car, truck, or van -- drove alone; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 8:30 a.m. to 8:59 a.m."
"HC03_EST_VC107_transit";"Car, truck, or van -- carpooled; Estimate; TIME LEAVING HOME TO GO TO WORK - 8:30 a.m. to 8:59 a.m."
"HC03_MOE_VC107_transit";"Car, truck, or van -- carpooled; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 8:30 a.m. to 8:59 a.m."
"HC04_EST_VC107_transit";"Public transportation (excluding taxicab); Estimate; TIME LEAVING HOME TO GO TO WORK - 8:30 a.m. to 8:59 a.m."
"HC04_MOE_VC107_transit";"Public transportation (excluding taxicab); Margin of Error; TIME LEAVING HOME TO GO TO WORK - 8:30 a.m. to 8:59 a.m."
"HC01_EST_VC108_transit";"Total; Estimate; TIME LEAVING HOME TO GO TO WORK - 9:00 a.m. to 11:59 p.m."
"HC01_MOE_VC108_transit";"Total; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 9:00 a.m. to 11:59 p.m."
"HC02_EST_VC108_transit";"Car, truck, or van -- drove alone; Estimate; TIME LEAVING HOME TO GO TO WORK - 9:00 a.m. to 11:59 p.m."
"HC02_MOE_VC108_transit";"Car, truck, or van -- drove alone; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 9:00 a.m. to 11:59 p.m."
"HC03_EST_VC108_transit";"Car, truck, or van -- carpooled; Estimate; TIME LEAVING HOME TO GO TO WORK - 9:00 a.m. to 11:59 p.m."
"HC03_MOE_VC108_transit";"Car, truck, or van -- carpooled; Margin of Error; TIME LEAVING HOME TO GO TO WORK - 9:00 a.m. to 11:59 p.m."
"HC04_EST_VC108_transit";"Public transportation (excluding taxicab); Estimate; TIME LEAVING HOME TO GO TO WORK - 9:00 a.m. to 11:59 p.m."
"HC04_MOE_VC108_transit";"Public transportation (excluding taxicab); Margin of Error; TIME LEAVING HOME TO GO TO WORK - 9:00 a.m. to 11:59 p.m."
"HC01_EST_VC111_transit";"Total; Estimate; TRAVEL TIME TO WORK - Less than 10 minutes"
"HC01_MOE_VC111_transit";"Total; Margin of Error; TRAVEL TIME TO WORK - Less than 10 minutes"
"HC02_EST_VC111_transit";"Car, truck, or van -- drove alone; Estimate; TRAVEL TIME TO WORK - Less than 10 minutes"
"HC02_MOE_VC111_transit";"Car, truck, or van -- drove alone; Margin of Error; TRAVEL TIME TO WORK - Less than 10 minutes"
"HC03_EST_VC111_transit";"Car, truck, or van -- carpooled; Estimate; TRAVEL TIME TO WORK - Less than 10 minutes"
"HC03_MOE_VC111_transit";"Car, truck, or van -- carpooled; Margin of Error; TRAVEL TIME TO WORK - Less than 10 minutes"
"HC04_EST_VC111_transit";"Public transportation (excluding taxicab); Estimate; TRAVEL TIME TO WORK - Less than 10 minutes"
"HC04_MOE_VC111_transit";"Public transportation (excluding taxicab); Margin of Error; TRAVEL TIME TO WORK - Less than 10 minutes"
"HC01_EST_VC112_transit";"Total; Estimate; TRAVEL TIME TO WORK - 10 to 14 minutes"
"HC01_MOE_VC112_transit";"Total; Margin of Error; TRAVEL TIME TO WORK - 10 to 14 minutes"
"HC02_EST_VC112_transit";"Car, truck, or van -- drove alone; Estimate; TRAVEL TIME TO WORK - 10 to 14 minutes"
"HC02_MOE_VC112_transit";"Car, truck, or van -- drove alone; Margin of Error; TRAVEL TIME TO WORK - 10 to 14 minutes"
"HC03_EST_VC112_transit";"Car, truck, or van -- carpooled; Estimate; TRAVEL TIME TO WORK - 10 to 14 minutes"
"HC03_MOE_VC112_transit";"Car, truck, or van -- carpooled; Margin of Error; TRAVEL TIME TO WORK - 10 to 14 minutes"
"HC04_EST_VC112_transit";"Public transportation (excluding taxicab); Estimate; TRAVEL TIME TO WORK - 10 to 14 minutes"
"HC04_MOE_VC112_transit";"Public transportation (excluding taxicab); Margin of Error; TRAVEL TIME TO WORK - 10 to 14 minutes"
"HC01_EST_VC113_transit";"Total; Estimate; TRAVEL TIME TO WORK - 15 to 19 minutes"
"HC01_MOE_VC113_transit";"Total; Margin of Error; TRAVEL TIME TO WORK - 15 to 19 minutes"
"HC02_EST_VC113_transit";"Car, truck, or van -- drove alone; Estimate; TRAVEL TIME TO WORK - 15 to 19 minutes"
"HC02_MOE_VC113_transit";"Car, truck, or van -- drove alone; Margin of Error; TRAVEL TIME TO WORK - 15 to 19 minutes"
"HC03_EST_VC113_transit";"Car, truck, or van -- carpooled; Estimate; TRAVEL TIME TO WORK - 15 to 19 minutes"
"HC03_MOE_VC113_transit";"Car, truck, or van -- carpooled; Margin of Error; TRAVEL TIME TO WORK - 15 to 19 minutes"
"HC04_EST_VC113_transit";"Public transportation (excluding taxicab); Estimate; TRAVEL TIME TO WORK - 15 to 19 minutes"
"HC04_MOE_VC113_transit";"Public transportation (excluding taxicab); Margin of Error; TRAVEL TIME TO WORK - 15 to 19 minutes"
"HC01_EST_VC114_transit";"Total; Estimate; TRAVEL TIME TO WORK - 20 to 24 minutes"
"HC01_MOE_VC114_transit";"Total; Margin of Error; TRAVEL TIME TO WORK - 20 to 24 minutes"
"HC02_EST_VC114_transit";"Car, truck, or van -- drove alone; Estimate; TRAVEL TIME TO WORK - 20 to 24 minutes"
"HC02_MOE_VC114_transit";"Car, truck, or van -- drove alone; Margin of Error; TRAVEL TIME TO WORK - 20 to 24 minutes"
"HC03_EST_VC114_transit";"Car, truck, or van -- carpooled; Estimate; TRAVEL TIME TO WORK - 20 to 24 minutes"
"HC03_MOE_VC114_transit";"Car, truck, or van -- carpooled; Margin of Error; TRAVEL TIME TO WORK - 20 to 24 minutes"
"HC04_EST_VC114_transit";"Public transportation (excluding taxicab); Estimate; TRAVEL TIME TO WORK - 20 to 24 minutes"
"HC04_MOE_VC114_transit";"Public transportation (excluding taxicab); Margin of Error; TRAVEL TIME TO WORK - 20 to 24 minutes"
"HC01_EST_VC115_transit";"Total; Estimate; TRAVEL TIME TO WORK - 25 to 29 minutes"
"HC01_MOE_VC115_transit";"Total; Margin of Error; TRAVEL TIME TO WORK - 25 to 29 minutes"
"HC02_EST_VC115_transit";"Car, truck, or van -- drove alone; Estimate; TRAVEL TIME TO WORK - 25 to 29 minutes"
"HC02_MOE_VC115_transit";"Car, truck, or van -- drove alone; Margin of Error; TRAVEL TIME TO WORK - 25 to 29 minutes"
"HC03_EST_VC115_transit";"Car, truck, or van -- carpooled; Estimate; TRAVEL TIME TO WORK - 25 to 29 minutes"
"HC03_MOE_VC115_transit";"Car, truck, or van -- carpooled; Margin of Error; TRAVEL TIME TO WORK - 25 to 29 minutes"
"HC04_EST_VC115_transit";"Public transportation (excluding taxicab); Estimate; TRAVEL TIME TO WORK - 25 to 29 minutes"
"HC04_MOE_VC115_transit";"Public transportation (excluding taxicab); Margin of Error; TRAVEL TIME TO WORK - 25 to 29 minutes"
"HC01_EST_VC116_transit";"Total; Estimate; TRAVEL TIME TO WORK - 30 to 34 minutes"
"HC01_MOE_VC116_transit";"Total; Margin of Error; TRAVEL TIME TO WORK - 30 to 34 minutes"
"HC02_EST_VC116_transit";"Car, truck, or van -- drove alone; Estimate; TRAVEL TIME TO WORK - 30 to 34 minutes"
"HC02_MOE_VC116_transit";"Car, truck, or van -- drove alone; Margin of Error; TRAVEL TIME TO WORK - 30 to 34 minutes"
"HC03_EST_VC116_transit";"Car, truck, or van -- carpooled; Estimate; TRAVEL TIME TO WORK - 30 to 34 minutes"
"HC03_MOE_VC116_transit";"Car, truck, or van -- carpooled; Margin of Error; TRAVEL TIME TO WORK - 30 to 34 minutes"
"HC04_EST_VC116_transit";"Public transportation (excluding taxicab); Estimate; TRAVEL TIME TO WORK - 30 to 34 minutes"
"HC04_MOE_VC116_transit";"Public transportation (excluding taxicab); Margin of Error; TRAVEL TIME TO WORK - 30 to 34 minutes"
"HC01_EST_VC117_transit";"Total; Estimate; TRAVEL TIME TO WORK - 35 to 44 minutes"
"HC01_MOE_VC117_transit";"Total; Margin of Error; TRAVEL TIME TO WORK - 35 to 44 minutes"
"HC02_EST_VC117_transit";"Car, truck, or van -- drove alone; Estimate; TRAVEL TIME TO WORK - 35 to 44 minutes"
"HC02_MOE_VC117_transit";"Car, truck, or van -- drove alone; Margin of Error; TRAVEL TIME TO WORK - 35 to 44 minutes"
"HC03_EST_VC117_transit";"Car, truck, or van -- carpooled; Estimate; TRAVEL TIME TO WORK - 35 to 44 minutes"
"HC03_MOE_VC117_transit";"Car, truck, or van -- carpooled; Margin of Error; TRAVEL TIME TO WORK - 35 to 44 minutes"
"HC04_EST_VC117_transit";"Public transportation (excluding taxicab); Estimate; TRAVEL TIME TO WORK - 35 to 44 minutes"
"HC04_MOE_VC117_transit";"Public transportation (excluding taxicab); Margin of Error; TRAVEL TIME TO WORK - 35 to 44 minutes"
"HC01_EST_VC118_transit";"Total; Estimate; TRAVEL TIME TO WORK - 45 to 59 minutes"
"HC01_MOE_VC118_transit";"Total; Margin of Error; TRAVEL TIME TO WORK - 45 to 59 minutes"
"HC02_EST_VC118_transit";"Car, truck, or van -- drove alone; Estimate; TRAVEL TIME TO WORK - 45 to 59 minutes"
"HC02_MOE_VC118_transit";"Car, truck, or van -- drove alone; Margin of Error; TRAVEL TIME TO WORK - 45 to 59 minutes"
"HC03_EST_VC118_transit";"Car, truck, or van -- carpooled; Estimate; TRAVEL TIME TO WORK - 45 to 59 minutes"
"HC03_MOE_VC118_transit";"Car, truck, or van -- carpooled; Margin of Error; TRAVEL TIME TO WORK - 45 to 59 minutes"
"HC04_EST_VC118_transit";"Public transportation (excluding taxicab); Estimate; TRAVEL TIME TO WORK - 45 to 59 minutes"
"HC04_MOE_VC118_transit";"Public transportation (excluding taxicab); Margin of Error; TRAVEL TIME TO WORK - 45 to 59 minutes"
"HC01_EST_VC119_transit";"Total; Estimate; TRAVEL TIME TO WORK - 60 or more minutes"
"HC01_MOE_VC119_transit";"Total; Margin of Error; TRAVEL TIME TO WORK - 60 or more minutes"
"HC02_EST_VC119_transit";"Car, truck, or van -- drove alone; Estimate; TRAVEL TIME TO WORK - 60 or more minutes"
"HC02_MOE_VC119_transit";"Car, truck, or van -- drove alone; Margin of Error; TRAVEL TIME TO WORK - 60 or more minutes"
"HC03_EST_VC119_transit";"Car, truck, or van -- carpooled; Estimate; TRAVEL TIME TO WORK - 60 or more minutes"
"HC03_MOE_VC119_transit";"Car, truck, or van -- carpooled; Margin of Error; TRAVEL TIME TO WORK - 60 or more minutes"
"HC04_EST_VC119_transit";"Public transportation (excluding taxicab); Estimate; TRAVEL TIME TO WORK - 60 or more minutes"
"HC04_MOE_VC119_transit";"Public transportation (excluding taxicab); Margin of Error; TRAVEL TIME TO WORK - 60 or more minutes"
"HC01_EST_VC120_transit";"Total; Estimate; TRAVEL TIME TO WORK - Mean travel time to work (minutes)"
"HC01_MOE_VC120_transit";"Total; Margin of Error; TRAVEL TIME TO WORK - Mean travel time to work (minutes)"
"HC02_EST_VC120_transit";"Car, truck, or van -- drove alone; Estimate; TRAVEL TIME TO WORK - Mean travel time to work (minutes)"
"HC02_MOE_VC120_transit";"Car, truck, or van -- drove alone; Margin of Error; TRAVEL TIME TO WORK - Mean travel time to work (minutes)"
"HC03_EST_VC120_transit";"Car, truck, or van -- carpooled; Estimate; TRAVEL TIME TO WORK - Mean travel time to work (minutes)"
"HC03_MOE_VC120_transit";"Car, truck, or van -- carpooled; Margin of Error; TRAVEL TIME TO WORK - Mean travel time to work (minutes)"
"HC04_EST_VC120_transit";"Public transportation (excluding taxicab); Estimate; TRAVEL TIME TO WORK - Mean travel time to work (minutes)"
"HC04_MOE_VC120_transit";"Public transportation (excluding taxicab); Margin of Error; TRAVEL TIME TO WORK - Mean travel time to work (minutes)"
"HC01_EST_VC122_transit";"Total; Estimate; Workers 16 years and over in households"
"HC01_MOE_VC122_transit";"Total; Margin of Error; Workers 16 years and over in households"
"HC02_EST_VC122_transit";"Car, truck, or van -- drove alone; Estimate; Workers 16 years and over in households"
"HC02_MOE_VC122_transit";"Car, truck, or van -- drove alone; Margin of Error; Workers 16 years and over in households"
"HC03_EST_VC122_transit";"Car, truck, or van -- carpooled; Estimate; Workers 16 years and over in households"
"HC03_MOE_VC122_transit";"Car, truck, or van -- carpooled; Margin of Error; Workers 16 years and over in households"
"HC04_EST_VC122_transit";"Public transportation (excluding taxicab); Estimate; Workers 16 years and over in households"
"HC04_MOE_VC122_transit";"Public transportation (excluding taxicab); Margin of Error; Workers 16 years and over in households"
"HC01_EST_VC124_transit";"Total; Estimate; HOUSING TENURE - Owner-occupied housing units"
"HC01_MOE_VC124_transit";"Total; Margin of Error; HOUSING TENURE - Owner-occupied housing units"
"HC02_EST_VC124_transit";"Car, truck, or van -- drove alone; Estimate; HOUSING TENURE - Owner-occupied housing units"
"HC02_MOE_VC124_transit";"Car, truck, or van -- drove alone; Margin of Error; HOUSING TENURE - Owner-occupied housing units"
"HC03_EST_VC124_transit";"Car, truck, or van -- carpooled; Estimate; HOUSING TENURE - Owner-occupied housing units"
"HC03_MOE_VC124_transit";"Car, truck, or van -- carpooled; Margin of Error; HOUSING TENURE - Owner-occupied housing units"
"HC04_EST_VC124_transit";"Public transportation (excluding taxicab); Estimate; HOUSING TENURE - Owner-occupied housing units"
"HC04_MOE_VC124_transit";"Public transportation (excluding taxicab); Margin of Error; HOUSING TENURE - Owner-occupied housing units"
"HC01_EST_VC125_transit";"Total; Estimate; HOUSING TENURE - Renter-occupied housing units"
"HC01_MOE_VC125_transit";"Total; Margin of Error; HOUSING TENURE - Renter-occupied housing units"
"HC02_EST_VC125_transit";"Car, truck, or van -- drove alone; Estimate; HOUSING TENURE - Renter-occupied housing units"
"HC02_MOE_VC125_transit";"Car, truck, or van -- drove alone; Margin of Error; HOUSING TENURE - Renter-occupied housing units"
"HC03_EST_VC125_transit";"Car, truck, or van -- carpooled; Estimate; HOUSING TENURE - Renter-occupied housing units"
"HC03_MOE_VC125_transit";"Car, truck, or van -- carpooled; Margin of Error; HOUSING TENURE - Renter-occupied housing units"
"HC04_EST_VC125_transit";"Public transportation (excluding taxicab); Estimate; HOUSING TENURE - Renter-occupied housing units"
"HC04_MOE_VC125_transit";"Public transportation (excluding taxicab); Margin of Error; HOUSING TENURE - Renter-occupied housing units"
"HC01_EST_VC128_transit";"Total; Estimate; VEHICLES AVAILABLE - No vehicle available"
"HC01_MOE_VC128_transit";"Total; Margin of Error; VEHICLES AVAILABLE - No vehicle available"
"HC02_EST_VC128_transit";"Car, truck, or van -- drove alone; Estimate; VEHICLES AVAILABLE - No vehicle available"
"HC02_MOE_VC128_transit";"Car, truck, or van -- drove alone; Margin of Error; VEHICLES AVAILABLE - No vehicle available"
"HC03_EST_VC128_transit";"Car, truck, or van -- carpooled; Estimate; VEHICLES AVAILABLE - No vehicle available"
"HC03_MOE_VC128_transit";"Car, truck, or van -- carpooled; Margin of Error; VEHICLES AVAILABLE - No vehicle available"
"HC04_EST_VC128_transit";"Public transportation (excluding taxicab); Estimate; VEHICLES AVAILABLE - No vehicle available"
"HC04_MOE_VC128_transit";"Public transportation (excluding taxicab); Margin of Error; VEHICLES AVAILABLE - No vehicle available"
"HC01_EST_VC129_transit";"Total; Estimate; VEHICLES AVAILABLE - 1 vehicle available"
"HC01_MOE_VC129_transit";"Total; Margin of Error; VEHICLES AVAILABLE - 1 vehicle available"
"HC02_EST_VC129_transit";"Car, truck, or van -- drove alone; Estimate; VEHICLES AVAILABLE - 1 vehicle available"
"HC02_MOE_VC129_transit";"Car, truck, or van -- drove alone; Margin of Error; VEHICLES AVAILABLE - 1 vehicle available"
"HC03_EST_VC129_transit";"Car, truck, or van -- carpooled; Estimate; VEHICLES AVAILABLE - 1 vehicle available"
"HC03_MOE_VC129_transit";"Car, truck, or van -- carpooled; Margin of Error; VEHICLES AVAILABLE - 1 vehicle available"
"HC04_EST_VC129_transit";"Public transportation (excluding taxicab); Estimate; VEHICLES AVAILABLE - 1 vehicle available"
"HC04_MOE_VC129_transit";"Public transportation (excluding taxicab); Margin of Error; VEHICLES AVAILABLE - 1 vehicle available"
"HC01_EST_VC130_transit";"Total; Estimate; VEHICLES AVAILABLE - 2 vehicles available"
"HC01_MOE_VC130_transit";"Total; Margin of Error; VEHICLES AVAILABLE - 2 vehicles available"
"HC02_EST_VC130_transit";"Car, truck, or van -- drove alone; Estimate; VEHICLES AVAILABLE - 2 vehicles available"
"HC02_MOE_VC130_transit";"Car, truck, or van -- drove alone; Margin of Error; VEHICLES AVAILABLE - 2 vehicles available"
"HC03_EST_VC130_transit";"Car, truck, or van -- carpooled; Estimate; VEHICLES AVAILABLE - 2 vehicles available"
"HC03_MOE_VC130_transit";"Car, truck, or van -- carpooled; Margin of Error; VEHICLES AVAILABLE - 2 vehicles available"
